text,label,language,scam_type
"Licensed lender leh, SGD 500 loan, low interest.",1,singlish,parcel_delivery
紧急现金SGD 1500在1小时内支付.,1,zh,loan
"Tugas Instagram, komisen SGD 3000 setiap sesi, akaun anda akan dihentikan.",1,ms,job_scam
Your UOB PayNow access requires re-verification. Click the link to resolve.,1,en,bank_impersonation
"அரசாங்க இணையதளத்தில் உங்கள் அடையாளத்தை சரிபார்க்கவும், SGD 2000 அபராதத்தை தவிர்க்கவும்.",1,ta,government_impersonation
"Your Singpass kena frozen sia, must verify before midnight.",1,singlish,job_scam
NTUC வவுச்சர் SGD 250 கோரப்படாதது. அது காலாவதியாகும் முன் சேகரிக்கவும். உங்கள் கணக்கு முடக்கப்படும்.,1,ta,prize
",这是我,留在海外,请发送5000SGD,请立即联系支持.",1,zh,fake_friend
"Wah nice unit, SGD 200 deposit, many people want leh.",1,singlish,parcel_delivery
IRAS tax discrepancy found in your account. Pay SGD 750 now. Respond before midnight.,1,en,government_impersonation
"Unit terakhir dengan harga ini, simpan dengan SGD 5000 sekarang, dan pastikan anda tidak mengganggu.",1,ms,rental
Your PayNow debit card requires re-verification. Act now.,1,en,bank_impersonation
"现在付出1000SGD,你将被取消.",1,zh,government_impersonation
"Hi Mum, it's me. Stuck overseas. Send SGD 500 please. Your access will be revoked.",1,en,fake_friend
Exclusive investment group. SGD 150 entry. Guaranteed returns. Failure to act will result in permanent closure.,1,en,investment
祝!SGD3000奖励等待你.,1,zh,prize
Cheap rental. Transfer SGD 300 booking fee now to reserve. Click the link to resolve.,1,en,rental
"Hai ibu, saya di luar negara, hantar SGD 3000, jangan mengabaikan mesej ini.",1,ms,fake_friend
Your parcel cannot be delivered. Pay SGD 1500 fee to reschedule. Your access will be revoked.,1,en,parcel_delivery
"通过政府门户网站验证身份,避免被召唤,否则会导致法律诉讼.",1,zh,government_impersonation
விற்பனையாளர் ஏற்றுமதிக்கு முன் SGD 3000 வைப்பு தேவை.,1,ta,ecommerce
பிரத்தியேக முதலீட்டு குழு. SGD 1000 பதிவு. உத்தரவாத வருமானம். உடனடி நடவடிக்கை தேவை.,1,ta,investment
"Oi Facebook has new part-time job, SGD 300 weekly, easy.",1,singlish,charity
Online job available. SGD 500 daily payout guaranteed. Respond before midnight.,1,en,job_scam
"现在,我在网上找工作,每天付出3000SGD,保证.",1,zh,job_scam
அதிக வருமானம் பெறும் நிதிகளுக்கு குறைந்தபட்சம் 5000 SGD.,1,ta,investment
Licensed moneylender. SGD 1500 loan. Low interest. Respond before midnight.,1,en,loan
Exclusive investment group. SGD 200 நுழைவு. உத்தரவாதமான வருமானம். நள்ளிரவுக்கு முன் பதில்.,1,ta,investment
"捐赠1500SGD,以帮助灾难受害者.",1,zh,charity
Your Standard Chartered account will be frozen unless you verify. Reply now to avoid penalty.,1,en,bank_impersonation
உங்கள் UOB கணக்கில் அனுமதிக்கப்படாத பரிமாற்றம். பதிலளிக்காதது சட்ட நடவடிக்கைகளை ஏற்படுத்தும்.,1,ta,phishing
Akaun Maybank anda akan dibekukan kecuali anda mengesahkan. Akaun anda akan dihentikan.,1,ms,bank_impersonation
ஆர்டர் உறுதிப்படுத்தப்பட்டது. SGD 50 வைப்பு செலுத்துங்கள் பொருட்களை விடுவிக்க. உடனடியாக செயல்பட.,1,ta,ecommerce
"Kumpulan pelaburan eksklusif, entri SGD 750, pulangan dijamin, klik pautan untuk menyelesaikan.",1,ms,investment
"அவசர நிவாரண நிதி, 150 SGD நன்கொடை இன்று தேவை.",1,ta,charity
"Saya nak hantar SGD 250 dengan segera, jika saya tidak bertindak balas, akan dikenakan tindakan undang-undang.",1,ms,fake_friend
"Aiyoh parcel returned leh, update address, pay SGD 200.",1,singlish,job_scam
"Online job leh, SGD 250 per session, no boss, work anytime.",1,singlish,rental
New number. Family emergency. Transfer SGD 500 via Instagram. Act now.,1,en,fake_friend
"Urgent relief leh, donate SGD 100 via Signal.",1,singlish,government_impersonation
"订单确认,支付150SGD的存款,即便联系支持.",1,zh,ecommerce
அவசர நிவாரண நிதி. SGD 2000 நன்கொடை இன்று தேவை. நள்ளிரவுக்கு முன் பதில்.,1,ta,charity
"Room very cheap in Ang Mo Kio, pay deposit SGD 50 first.",1,singlish,parcel_delivery
பஸ்ஸை அனுப்புநரிடம் திருப்பி அனுப்புங்கள். முகவரியை புதுப்பித்து SGD 1000 செலுத்துங்கள். இது உங்கள் இறுதி அறிவிப்பு.,1,ta,parcel_delivery
பேரழிவு பாதிக்கப்பட்டவர்களுக்கு 5000 SGD நன்கொடையாக வழங்கவும். 24 மணி நேரத்திற்குள் பதிலளிக்கவும்.,1,ta,charity
Your PayNow account will be frozen unless you verify. Do not ignore this message.,1,en,bank_impersonation
"你的梅银行账户已被标记,你的账户将被终止.",1,zh,phishing
"Kumpulan pelaburan eksklusif, entri SGD 300, jaminan pulangan, mengesahkan butiran anda untuk mengelakkan gangguan.",1,ms,investment
"Pinjaman murah, transfer bayaran tempahan SGD 100 sekarang ke tempahan.",1,ms,rental
Approved for SGD 50 personal loan. Collect now. Immediate action required.,1,en,loan
Berhadiah SGD 2000 untuk membantu mangsa bencana.,1,ms,charity
Urgent security alert from OCBC. Confirm your details now. Contact support immediately.,1,en,phishing
"No need experience one, just do content moderator, earn SGD 100 daily.",1,singlish,loan
Your order from overseas is held. Pay SGD 3000 to proceed. Act now.,1,en,parcel_delivery
Dapatkan SGD 300 setiap tugas bekerja dari rumah.,1,ms,job_scam
Tugas baris. SGBD 5000 setiap hari.,1,ms,job_scam
குழந்தைகளின் தொண்டு இயக்கத்திற்கு. வாட்ஸ்அப் வழியாக SGD 200 பங்களிப்பு செய்யவும். தீர்க்க இணைப்பை கிளிக் செய்யவும்.,1,ta,charity
调查参与者每天2000SGD. 需要立即采取行动.,1,zh,job_scam
Food bank running low. Donate SGD 500 to help families. Respond before midnight.,1,en,charity
"Online job leh, SGD 5000 per session, no boss, work anytime.",1,singlish,government_impersonation
ஒரு குறிப்பிட்ட பங்கு விற்பனை. உடனடியாக SGD 100 மாற்ற. நடவடிக்கை எடுக்காவிட்டால் நிரந்தரமாக மூடப்படும்.,1,ta,ecommerce
"Good room in Tampines, SGD 50 only, transfer now.",1,singlish,investment
"Saya dalam masalah, perlukan SGD 300 sekarang, akan bayar esok, balas dalam masa 24 jam.",1,ms,fake_friend
Tiada pengalaman diperlukan. pengolahan pesanan mendapat SGD 750 setiap hari.,1,ms,job_scam
மலிவான வாடகை. எஸ். ஜி. டி 150 முன்பதிவு கட்டணத்தை இப்போது முன்பதிவு செய்ய மாற்றவும். பதிலளிக்காவிட்டால் சட்ட நடவடிக்கைகள் ஏற்படும்.,1,ta,rental
"Paket kembali kepada penghantar, kemas kini alamat dan bayar SGD 3000.",1,ms,parcel_delivery
通过WhatsApp捐款1500SGD. 否则会导致法律诉讼.,1,zh,charity
நீங்கள் உறுதிப்படுத்தாவிட்டால் உங்கள் PayNow கணக்கு முடக்கப்படும்.,1,ta,bank_impersonation
இன்ஸ்டாகிராம் பணி பணி. ஒரு மாசத்திற்கு 300 SGD கமிஷன். உடனடி நடவடிக்கை தேவை.,1,ta,job_scam
Exclusive investment group. SGD 5000 entry. Guaranteed returns. Confirm your details to avoid disruption.,1,en,investment
"Aiyoh Maybank say got fund movement on your account, faster check.",1,singlish,prize
"Room very cheap in Punggol, pay deposit SGD 500 first.",1,singlish,government_impersonation
"Good room in Bedok, SGD 5000 only, transfer now.",1,singlish,investment
"现在就拿到750SGD,24小时内回复.",1,zh,loan
"Eh donate lah, SGD 2000 via Telegram, very easy.",1,singlish,rental
உங்கள் OCBC கணக்கில் சந்தேகத்திற்குரிய திரும்பப் பெறுதல் கண்டறியப்பட்டது. உடனடியாக ஆதரவு தொடர்பு.,1,ta,phishing
"现在就拿到3000SGD,需要立即采取行动.",1,zh,loan
ஆன்லைன் வேலை கிடைக்கிறது SGD 500 தினசரி கொடுப்பனவு உத்தரவாதம். உடனடியாக ஆதரவு தொடர்பு.,1,ta,job_scam
"通过信号捐款150SGD,请回复,以避免罚款.",1,zh,charity
"Paket dikembalikan kepada penghantaran, kemas kini alamat dan bayar SGD 50. Hubungi sokongan segera.",1,ms,parcel_delivery
எந்த அனுபவமும் தேவையில்லை. சமூக ஊடக உதவியாளர் தினமும் SGD 1500 சம்பாதிக்கிறார். உடனடி நடவடிக்கை தேவை.,1,ta,job_scam
"Perkhidmatan WhatsApp, komisen SGD 300 setiap minggu, semak segera.",1,ms,job_scam
SGD 500 முதலீடு செய்து 30 நாட்களில் உங்கள் பணத்தை இரட்டிப்பாக்குங்கள்.,1,ta,investment
限额的高收益基金. 最低200SGD.,1,zh,investment
வாடகைதாரர் 750 SGD வைப்பு வாட்ஸ்அப் மூலம் தேவை. தண்டனை தவிர்க்க இப்போது பதில்.,1,ta,rental
"Your UOB kena locked sia, must verify before midnight.",1,singlish,phishing
"Delivery failed sia, pay SGD 750 to reschedule.",1,singlish,loan
பேரழிவு பாதிக்கப்பட்டவர்களுக்கு உதவி செய்ய SGD 50 நன்கொடையாக. நள்ளிரவுக்கு முன் பதில்.,1,ta,charity
"Saya dalam masalah, perlukan SGD 300 sekarang, akan dibayar esok, tindakan segera diperlukan.",1,ms,fake_friend
"Hai ibu, saya di luar negara, kirimkan SGD 1000, jangan mengabaikan mesej ini.",1,ms,fake_friend
Food bank running low. Donate SGD 3000 to help families. Respond within 24 hours.,1,en,charity
"Your CPF kena frozen sia, must verify before midnight.",1,singlish,phishing
IRAS tax discrepancy found in your account. Pay SGD 1000 now. Failure to respond will result in legal action.,1,en,government_impersonation
Maybank security team detected unauthorised access. Respond within 24 hours.,1,en,bank_impersonation
NTUC voucher SGD 1500 unclaimed. Collect before it expires. Do not ignore this message.,1,en,prize
"现在就能在线工作,每天支付50SGD,就能做事.",1,zh,job_scam
"வணக்கம், எண் மாற்றப்பட்டது. நான். உடனடியாக SGD 5000 பரிமாற்றம். உடனடியாக ஆதரவு தொடர்பு.",1,ta,fake_friend
"Online job leh, SGD 750 per session, no boss, work anytime.",1,singlish,charity
祝! 250SGD奖励等待你.这是你的最后通知.,1,zh,prize
"Got data entry clerk job available, SGD 3000 daily, apply now lah.",1,singlish,phishing
Part-time order processor needed urgently. Earn SGD 2000 per session. Verify immediately.,1,en,job_scam
Urgent security alert from PayNow. Confirm your details now. Immediate action required.,1,en,phishing
"Licensed lender leh, SGD 300 loan, low interest.",1,singlish,prize
"Room very cheap in Bishan, pay deposit SGD 2000 first.",1,singlish,investment
"现在,我在网上找工作,每次会议的支付保证了50SGD.",1,zh,job_scam
Online job available. SGD 500 per task payout guaranteed. Reply now to avoid penalty.,1,en,job_scam
பகுதி நேர பட்டியலில் உதவி அவசரமாக தேவை. SGD 1500 ஒரு பணி சம்பாதிக்க. இப்போது செயல்பட.,1,ta,job_scam
Cheap rental. Transfer SGD 1500 booking fee now to reserve. Immediate action required.,1,en,rental
Fast loan of SGD 500 approved instantly. Do not ignore this message.,1,en,loan
"Hai, saya tukar nombor, ini saya, transfer SGD 1000 segera.",1,ms,fake_friend
"HDB அறை வாடகைக்கு SGD 1500 செலுத்தவும், அலகு வைத்திருக்க பதிலளிக்க 24 மணி நேரத்திற்குள்.",1,ta,rental
"幸运的获胜者获奖50SGD,如果不行动,将永久停放.",1,zh,prize
"புதிய எண், குடும்ப அவசரநிலை, வாட்ஸ்அப் வழியாக SGD 250 பரிமாற்றம், 24 மணி நேரத்திற்குள் பதில்.",1,ta,fake_friend
Approved for SGD 200 personal loan. Collect now. Do not ignore this message.,1,en,loan
Suspicious withdrawal detected on your Trust Bank account. Immediate action required.,1,en,phishing
Your PayNow PayNow access requires re-verification. Respond before midnight.,1,en,bank_impersonation
Akaun Singpass anda telah disekat.,1,ms,phishing
Bilik yang tersedia dalam SG. Bayar deposit SGD 2000 segera. Klik pautan untuk menyelesaikan.,1,ms,rental
New number. Family emergency. Transfer SGD 500 via Signal. Failure to act will result in permanent closure.,1,en,fake_friend
您的卡卡需要重新验证.,1,zh,bank_impersonation
"Wah POSB say got unauthorised payment, must confirm now.",1,singlish,fake_friend
您被选为50SGD的现金奖金.,1,zh,prize
Perintah anda dari luar negara telah diadakan Bayar SGD 1500 untuk meneruskan. Klik pautan untuk menyelesaikan.,1,ms,parcel_delivery
"Tahniah, hadiah SGD 750 menunggu anda.",1,ms,prize
"Got transaction at 3am on your CPF account sia, faster check.",1,singlish,prize
கடமைகளில் பஸ்சை வைத்திருத்தல். SGD 150 அனுமதி கட்டணம் தேவை. இது உங்கள் இறுதி அறிவிப்பு.,1,ta,parcel_delivery
"Kerja WhatsApp, SGBD 1500 setiap hari.",1,ms,job_scam
您的标准包邮需要重新验证. 确认您的详细信息以避免干扰.,1,zh,bank_impersonation
Crypto scheme guarantees SGD 1000 returns weekly. Contact support immediately.,1,en,investment
பகுதி நேர தரவு சேர்க்கை பணிப்பெண் அவசரமாக தேவை. ஒரு மாசத்திற்கு SGD 250 சம்பாதிக்க. தண்டனை தவிர்க்க இப்போது பதில்.,1,ta,job_scam
Akaun Standard Chartered anda telah dimatikan sementara.,1,ms,phishing
Pinjaman cepat SGD 1500 diluluskan dengan segera.,1,ms,loan
"工作在家里,每次工作,就能200SGD.",1,zh,job_scam
அதிர்ஷ்டசாலி வெற்றியாளர் தேர்ந்தெடுக்கப்பட்டார். SGD 150 பரிசு பெறுங்கள். உடனடியாக செயல்படுங்கள்.,1,ta,prize
OCBC எச்சரிக்கைஃ புதிய சாதன உள்நுழைவு முயற்சி தடுக்கப்பட்டது. அடையாளத்தை உறுதிப்படுத்தவும். நடவடிக்கை எடுக்காவிட்டால் நிரந்தரமாக மூடப்படும்.,1,ta,bank_impersonation
"我在麻烦中,现在需要2000SGD,明天还钱,如果不做,会导致永久关闭.",1,zh,fake_friend
Bilik yang tersedia dalam SG. Bayar deposit SGD 50 segera. Klik pautan untuk menyelesaikan.,1,ms,rental
需要一个兼职内容主持人. 每天2000SGD. 没有回复会导致法律诉讼.,1,zh,job_scam
"Work from home lah, earn SGD 750 weekly, very easy one.",1,singlish,rental
"Aiyoh cheap rental sia, SGD 500 deposit, confirm yours.",1,singlish,charity
Limited stock sale. Transfer SGD 3000 immediately. This is your final notice.,1,en,ecommerce
"Your Citibank kena deactivated sia, must verify before midnight.",1,singlish,ecommerce
"Tonight last chance leh, SGD 1500 deal, confirm or not?",1,singlish,government_impersonation
"WeChat job sia, do task earn commission, SGD 500 per task.",1,singlish,parcel_delivery
IRAS tax discrepancy found in your account. Pay SGD 3000 now. Reply now to avoid penalty.,1,en,government_impersonation
Congratulations! SGD 150 reward waiting for you. Failure to act will result in permanent closure.,1,en,prize
No experience needed. product tester earns SGD 150 daily. Immediate action required.,1,en,job_scam
"股票有限的销售,立即转移300SGD,在午夜之前回复.",1,zh,ecommerce
Mulakan dengan SGD 150 dan dapatkan pendapatan pasif setiap hari.,1,ms,investment
"Telegram task job, earn SGD 1000 per task, very steady.",1,singlish,bank_impersonation
HDB room for rent. Pay SGD 500 to hold unit. Your access will be revoked.,1,en,rental
"Your DBS kena temporarily disabled sia, must verify before midnight.",1,singlish,loan
需要一个兼职的社交媒体助理. 每班收入50SGD.,1,zh,job_scam
Landlord requires SGD 500 deposit via Facebook. Verify immediately.,1,en,rental
பகுதி நேர ஆய்வில் ஈடுபடுபவர் அவசரமாக தேவை. ஒரு பணிக்கு SGD 1000 சம்பாதிக்கவும். உங்கள் விவரங்களை உறுதிப்படுத்தவும்.,1,ta,job_scam
SG இல் அறை கிடைக்கும் SGD 500 வைப்பு உடனடியாக செலுத்தவும்.,1,ta,rental
Suspicious login detected in your Singpass account. Do not ignore this message.,1,en,bank_impersonation
Penjual memerlukan deposit SGD 500 sebelum penghantaran.,1,ms,ecommerce
"Wah easy money leh, SGD 100 every day, just do simple task.",1,singlish,investment
மலிவான வாடகை. எஸ்ஜிடி 500 முன்பதிவு கட்டணத்தை இப்போது முன்பதிவு செய்ய மாற்றவும். உடனடியாக ஆதரவை தொடர்பு கொள்ளவும்.,1,ta,rental
என் தொலைபேசி காணாமல் போனது. தயவு செய்து SGD 500 இந்த புதிய எண்ணுக்கு அனுப்புங்கள். உங்கள் விவரங்களை உறுதிப்படுத்தவும் இடையூறுகளை தவிர்க்க.,1,ta,fake_friend
Cheap rental. Transfer SGD 50 booking fee now to reserve. Act now.,1,en,rental
வாழ்த்துக்கள். SGD 50 பரிசு உங்களுக்காக காத்திருக்கிறது. உங்கள் விவரங்களை உறுதிப்படுத்தவும் இடையூறுகளை தவிர்க்க.,1,ta,prize
கடன் காசோலை கடன் கிடைக்கவில்லை. SGD 200 இன்று பெற. உடனடியாக சரிபார்க்கவும்.,1,ta,loan
NTUC voucher SGD 100 unclaimed. Collect before it expires. Immediate action required.,1,en,prize
快速贷款1000SGD即可批准.,1,zh,loan
Cancer patient needs SGD 100 for treatment. Confirm your details to avoid disruption.,1,en,charity
குழந்தைகளுக்கான தொண்டு இயக்கத்திற்கு டெலிகிராம் வழியாக SGD 1500 பங்களிப்பு செய்யுங்கள். இந்த செய்தியை புறக்கணிக்காதீர்கள்.,1,ta,charity
"Aiya try first lah, product tester, earn SGD 3000, no commitment.",1,singlish,phishing
ஸ்டாண்டர்ட் சார்ட் எச்சரிக்கைஃ புதிய சாதன உள்நுழைவு முயற்சி தடுக்கப்பட்டது. அடையாளத்தை உறுதிப்படுத்தவும். தண்டனை தவிர்க்க இப்போது பதிலளிக்கவும்.,1,ta,bank_impersonation
Bilik yang tersedia dalam SG. Bayar deposit SGD 250 segera.,1,ms,rental
"现在付3000SGD,以确保物品安全.这是最后的通知.",1,zh,ecommerce
"Cancer fund leh, SGD 300, help this patient.",1,singlish,phishing
"你的Singpass账户已被禁用,如果不行动,将会永久关闭.",1,zh,phishing
Wah Trust Bank send notice say your e-wallet blocked already.,1,singlish,bank_impersonation
மலிவான வாடகை. எஸ். ஜி. டி 1000 முன்பதிவு கட்டணத்தை இப்போது முன்பதிவு செய்ய மாற்றவும். தண்டனை தவிர்க்க இப்போது பதிலளிக்கவும்.,1,ta,rental
Dapatkan SGD 100 sejam bekerja dari rumah. Jangan mengabaikan mesej ini.,1,ms,job_scam
Donate SGD 100 to help disaster victims. Respond within 24 hours.,1,en,charity
Maybank எச்சரிக்கைஃ புதிய சாதன உள்நுழைவு முயற்சி தடுக்கப்பட்டது. அடையாளத்தை உறுதிப்படுத்தவும். நடவடிக்கை எடுக்காவிட்டால் நிரந்தரமாக மூடப்படும்.,1,ta,bank_impersonation
அவசர நிவாரண நிதி. SGD 250 நன்கொடை இன்று தேவை. தீர்வு காண இணைப்பை கிளிக் செய்யவும்.,1,ta,charity
You won SGD 150 in the lucky draw. Claim now. Confirm your details to avoid disruption.,1,en,prize
Delivery failed. Pay SGD 3000 to release your parcel. Reply now to avoid penalty.,1,en,parcel_delivery
"现在付500SGD,立即联系支持.",1,zh,government_impersonation
"Bro overseas now, need SGD 250 urgent, no cash here.",1,singlish,government_impersonation
Delivery failed. Pay SGD 250 to release your parcel. Respond within 24 hours.,1,en,parcel_delivery
"Licensed lender leh, SGD 1500 loan, low interest.",1,singlish,investment
"Periksa identiti anda dengan portal kerajaan, mengelakkan penamatan akaun. Hubungi sokongan segera.",1,ms,government_impersonation
"Paket kembali kepada penghantar, kemas kini alamat dan bayar SGD 3000. Hubungi sokongan segera.",1,ms,parcel_delivery
"Cheap cheap lah, SGD 1500 for this item, grab fast.",1,singlish,prize
"Aiyoh Trust Bank say got sign-in on your account, faster check.",1,singlish,ecommerce
Children's charity drive. Contribute SGD 200 via Instagram. Contact support immediately.,1,en,charity
அரசு அறிவிப்புஃ உடனடியாக நடவடிக்கை எடுக்க வேண்டும். நடவடிக்கை எடுக்காவிட்டால் நிரந்தரமாக மூடப்படும்.,1,ta,government_impersonation
New number. Family emergency. Transfer SGD 500 via Telegram. Do not ignore this message.,1,en,fake_friend
Fast loan of SGD 3000 approved instantly. Do not ignore this message.,1,en,loan
Package held at customs. SGD 150 clearance fee required. Reply now to avoid penalty.,1,en,parcel_delivery
"Bank makanan akan habis, serahkan 500 SGD untuk membantu keluarga.",1,ms,charity
"It's me, in trouble. Need SGD 100 now. Will repay tomorrow. Confirm your details to avoid disruption.",1,en,fake_friend
Licensed moneylender. SGD 5000 loan. Low interest. This is your final notice.,1,en,loan
"投资2000SGD,30天内翻一番,24小时内回复.",1,zh,investment
வீட்டில் இருந்து வேலை செய்வதன் மூலம் ஒரு அமர்வுக்கு SGD 250 சம்பாதிப்பது.,1,ta,job_scam
என் தொலைபேசி காணாமல் போனது. தயவுசெய்து SGD 500 ஐ இந்த புதிய எண்ணுக்கு அனுப்புங்கள். இந்த செய்தியை புறக்கணிக்க வேண்டாம்.,1,ta,fake_friend
"請將SGD1500送到新號碼, 確認您的詳細,以避免中斷.",1,zh,fake_friend
"Wah free cash SGD 2000 from government, go claim now.",1,singlish,bank_impersonation
Earn SGD 150 per session working from home. Click the link to resolve.,1,en,job_scam
"அவசர நிவாரண நிதி, 750 SGD நன்கொடை இன்று தேவை.",1,ta,charity
Online job available. SGD 5000 per shift payout guaranteed. Reply now to avoid penalty.,1,en,job_scam
"Pendapatan sewa murah, transfer bayaran tempahan SGD 2000 sekarang ke tempahan.",1,ms,rental
உங்கள் Singpass கணக்கில் அங்கீகரிக்கப்படாத பணத்தை திரும்பப் பெறுதல். தீர்க்க இணைப்பை கிளிக் செய்யவும்.,1,ta,phishing
Wah HSBC send notice say your debit card blocked already.,1,singlish,charity
Singpass security team detected unauthorised access. Confirm your details to avoid disruption.,1,en,bank_impersonation
"உரிமம் பெற்ற கடன் வழங்குநர், 5000 SGD கடன், குறைந்த வட்டி, 24 மணி நேரத்திற்குள் பதில்.",1,ta,loan
"卖家需要150SGD的存款,然后送货.",1,zh,ecommerce
WhatsApp task job. Commission SGD 250 every day. Failure to act will result in permanent closure.,1,en,job_scam
உங்கள் DBS கணக்கு அணுகல் மறு சரிபார்ப்பு தேவை. உங்கள் கணக்கு முடக்கப்படும்.,1,ta,bank_impersonation
"捐赠2000SGD,帮助灾难受害者.",1,zh,charity
"வணக்கம், மாறிவிட்ட எண். நான். உடனடியாக SGD 50 ஐ மாற்றவும். இந்த செய்தியை புறக்கணிக்க வேண்டாம்.",1,ta,fake_friend
"交货失败,付出500SGD,让你放出包裹.",1,zh,parcel_delivery
"家庭紧急情况,通过Facebook转移50SGD,你的账户将被终止.",1,zh,fake_friend
Crypto scheme guarantees SGD 200 returns weekly. This is your final notice.,1,en,investment
Perbankan dalam talian PayNow anda memerlukan pengesahan semula.,1,ms,bank_impersonation
"Got product tester job available, SGD 2000 daily, apply now lah.",1,singlish,phishing
உணவு வங்கி குறைந்து வருகிறது. குடும்பங்களுக்கு உதவி செய்ய 750 SGD நன்கொடையாக. இது உங்கள் இறுதி அறிவிப்பு.,1,ta,charity
பேரழிவு பாதிக்கப்பட்டவர்களுக்கு உதவி செய்ய SGD 250 நன்கொடையாக வழங்கவும்.,1,ta,charity
"Wah UOB say got unauthorised withdrawal, must confirm now.",1,singlish,loan
Unauthorised transfer on your POSB account. Your access will be revoked.,1,en,phishing
Permohonan pinjaman peribadi SGD 200 diluluskan.,1,ms,loan
Maybank security team detected unauthorised access. Act now.,1,en,bank_impersonation
உங்கள் POSB கணக்கில் அங்கீகரிக்கப்படாத நிதி நகர்வு. செயற்படாதது நிரந்தரமாக மூடப்படும்.,1,ta,phishing
"உரிமம் பெற்ற பணக் கடன், 500 SGD கடன், குறைந்த வட்டி, தண்டனை தவிர்க்க இப்போது பதில்.",1,ta,loan
"Wah easy money leh, SGD 50 per session, just do simple task.",1,singlish,investment
"Got easy job one, earn SGD 250 per hour sia.",1,singlish,loan
"NTUC voucher SGD 3000 for you, claim now lah.",1,singlish,loan
ஃபிளாஷ் விற்பனை இன்று இரவு முடிகிறது. SGD 300 செலுத்துங்கள் விலை பூட்டுவதற்கு. தண்டனை தவிர்க்க இப்போது பதில்.,1,ta,ecommerce
"Hai, saya tukar nombor, saya nak transfer SGD 150 segera.",1,ms,fake_friend
加密计划每周保证SGD150的回报.,1,zh,investment
"通过政府门户网站查看身份,避免1000SGD罚款.",1,zh,government_impersonation
"உரிமம் பெற்ற பணக் கடன், 500 SGD கடன், குறைந்த வட்டி, உங்கள் அணுகல் ரத்து செய்யப்படும்.",1,ta,loan
你在幸运抽奖中赢得了500SGD. 现在就声称. 不要忽视这个消息.,1,zh,prize
"Part-time job leh, work from home, earn SGD 3000 per hour.",1,singlish,parcel_delivery
Bayar setoran SGD 1000 segera.,1,ms,rental
"Saya dalam masalah, perlukan SGD 250 sekarang, akan dibayar esok.",1,ms,fake_friend
அவசர பண SGD 250 ஒரு மணி நேரத்திற்குள் செலுத்தப்பட்டது.,1,ta,loan
பகுதி நேர உள்ளடக்க மாடரேட்டர் அவசரமாக தேவை. ஒரு பணிக்கு SGD 1000 சம்பாதிக்க. உடனடியாக சரிபார்க்கவும்.,1,ta,job_scam
நீங்கள் உறுதிப்படுத்தாவிட்டால் உங்கள் ஸ்டாண்டர்ட் சார்ட்ரெட் கணக்கு முடக்கப்படும். இந்த செய்தியை புறக்கணிக்க வேண்டாம்.,1,ta,bank_impersonation
டெலிவரி தோல்வியடைந்தது. உங்கள் தொகுப்பை விடுவிக்க SGD 500 செலுத்தவும். உடனடியாக செயல்பட.,1,ta,parcel_delivery
உங்கள் ஸ்டாண்டர்ட் சார்ட்டு மின்னணு பணப்பை மறு சரிபார்ப்பு தேவை. உங்கள் விவரங்களை உறுதிப்படுத்தவும் இடையூறுகளை தவிர்க்க.,1,ta,bank_impersonation
"அரசாங்க இணையதளத்தில் உங்கள் அடையாளத்தை சரிபார்க்கவும், சட்ட நடவடிக்கைகளைத் தவிர்க்கவும், இடைவெளிகளைத் தவிர்க்க உங்கள் விவரங்களை உறுதிப்படுத்தவும்.",1,ta,government_impersonation
Aiya investment can earn SGD 100 fast one.,1,singlish,ecommerce
Unauthorised login on your OCBC account. Contact support immediately.,1,en,phishing
உங்கள் ஸ்டாண்டர்ட் சார்ட்ரெட் கணக்கில் சந்தேகத்திற்குரிய பரிவர்த்தனை கண்டறியப்பட்டது. உடனடியாக ஆதரவு தொடர்பு.,1,ta,bank_impersonation
Package held at customs. SGD 300 clearance fee required. Failure to act will result in permanent closure.,1,en,parcel_delivery
"Good room in Toa Payoh, SGD 1000 only, transfer now.",1,singlish,ecommerce
房东需要通过Facebook存款200SGD.,1,zh,rental
Online job available. SGD 500 per hour payout guaranteed. Do not ignore this message.,1,en,job_scam
"Hai ibu, saya di luar negara, kirim SGD 100 tolong klik link untuk menyelesaikan.",1,ms,fake_friend
Emergency cash SGD 150 disbursed within 1 hour. Failure to act will result in permanent closure.,1,en,loan
நீங்கள் சரிபார்க்காவிட்டால் உங்கள் மேபேங்க் கணக்கு முடக்கப்படும். உடனடி நடவடிக்கை தேவை.,1,ta,bank_impersonation
Pesakit kanser memerlukan SGD 200 untuk rawatan.,1,ms,charity
Limited stock sale. Transfer SGD 300 immediately. Respond within 24 hours.,1,en,ecommerce
"您的信托银行网络银行被封锁了, 确认身份才能恢复.",1,zh,phishing
Percubaan akses yang mencurigakan di akaun Singpass anda.,1,ms,phishing
Last unit at this price. Reserve with SGD 1000 now. Verify immediately.,1,en,rental
Room available in SG. Pay SGD 500 deposit immediately. This is your final notice.,1,en,rental
"請將2000SGD送到新號碼,確認您的詳細,以避免中斷.",1,zh,fake_friend
Room available in SG. Pay SGD 50 deposit immediately. Respond within 24 hours.,1,en,rental
你被选为SGD750现金奖金.,1,zh,prize
"Oi Signal has new part-time job, SGD 3000 per task, easy.",1,singlish,loan
收藏在海关的包裹. 需要150SGD的清理费用.,1,zh,parcel_delivery
